,date,open,high,low,close,volume,oi,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0,SUPERT_4_0.6,SUPERTd_4_0.6,SUPERTl_4_0.6,SUPERTs_4_0.6,SUPERT_10_1.2,SUPERTd_10_1.2,SUPERTl_10_1.2,SUPERTs_10_1.2,SUPERT_15_1.4,SUPERTd_15_1.4,SUPERTl_15_1.4,SUPERTs_15_1.4,SUPERT_4_0.4,SUPERTd_4_0.4,SUPERTl_4_0.4,SUPERTs_4_0.4,SMA_44,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
91,2021-08-13 09:15:00+05:30,36000.75,36177.1,36000.75,36116.65,0,0,35746.72021509457,1,35746.72021509457,,36018.336322415795,1,36018.336322415795,,35949.39882153059,1,35949.39882153059,,35919.76845652885,1,35919.76845652885,,36041.86588161053,1,36041.86588161053,,35932.12045454545,35731.91236614353,,0.06,False
92,2021-08-13 09:45:00+05:30,36115.55,36117.7,36043.2,36074.65,0,0,35755.203051586344,1,35755.203051586344,,36018.336322415795,1,36018.336322415795,,35949.39882153059,1,35949.39882153059,,35919.76845652885,1,35919.76845652885,,36041.86588161053,1,36041.86588161053,,35934.82727272727,35767.52737685205,,0.08,False
93,2021-08-13 10:15:00+05:30,36076.05,36088.5,36023.4,36074.65,0,0,35755.203051586344,1,35755.203051586344,,36018.336322415795,1,36018.336322415795,,35949.39882153059,1,35949.39882153059,,35919.76845652885,1,35919.76845652885,,36041.86588161053,1,36041.86588161053,,35937.950000000004,35800.293186703886,,0.08,False
94,2021-08-13 10:45:00+05:30,36074.5,36081.25,36042.55,36076.5,0,0,35782.443078298944,1,35782.443078298944,,36018.336322415795,1,36018.336322415795,,35949.39882153059,1,35949.39882153059,,35919.76845652885,1,35919.76845652885,,36041.86588161053,1,36041.86588161053,,35939.28181818182,35830.437731767575,,0.08,False
95,2021-08-13 11:15:00+05:30,36075.1,36132.3,36065.9,36123.4,0,0,35831.10835711802,1,35831.10835711802,,36052.244285608154,1,36052.244285608154,,35982.56522508482,1,35982.56522508482,,35950.25043377129,1,35950.25043377129,,36067.862857072105,1,36067.862857072105,,35941.75,35858.17071322617,,0.08,False
96,2021-08-13 11:45:00+05:30,36124.35,36143.55,36077.4,36100.3,0,0,35852.41788071619,1,35852.41788071619,,36065.41071420612,1,36065.41071420612,,35997.65583795615,1,35997.65583795615,,35965.379394659394,1,35965.379394659394,,36080.43214280408,1,36080.43214280408,,35940.170454545456,35883.68505616808,,0.08,False
97,2021-08-13 12:15:00+05:30,36099.4,36145.55,36076.15,36135.1,0,0,35859.915328286304,1,35859.915328286304,,36066.64178565459,1,36066.64178565459,,36000.984851028086,1,36000.984851028086,,35968.95380570915,1,35968.95380570915,,36081.37785710306,1,36081.37785710306,,35937.02613636364,35907.15825167463,,0.08,False
98,2021-08-13 12:45:00+05:30,36135.75,36146.25,36022.35,36075.85,0,0,35859.915328286304,1,35859.915328286304,,36066.64178565459,1,36066.64178565459,,36000.984851028086,1,36000.984851028086,,35968.95380570915,1,35968.95380570915,,36118.79410717271,-1,,36118.79410717271,35934.43409090909,35928.753591540655,,0.08,False
99,2021-08-13 13:15:00+05:30,36078.75,36098.1,35943.35,35999.35,0,0,35859.915328286304,1,35859.915328286304,,36082.743370569304,-1,,36082.743370569304,36141.66726489095,-1,,36141.66726489095,35968.95380570915,1,35968.95380570915,,36062.070580379535,-1,,36062.070580379535,35930.093181818185,,36177.1,0.08,True
100,2021-08-13 13:45:00+05:30,36002.95,36124.55,35992.15,36123.35,0,0,35859.915328286304,1,35859.915328286304,,35991.976222073026,1,35991.976222073026,,36141.66726489095,-1,,36141.66726489095,35968.95380570915,1,35968.95380570915,,36014.100814715355,1,36014.100814715355,,35927.56477272727,,36172.424999999996,0.02,False
